Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
2.3,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CHIR-99021 HCl,252917-06-9 (free base),501.8,https://pubchem.ncbi.nlm.nih.gov/compound/71295844,2.5,PI3K/Akt/mTOR,GSK-3,"CHIR-99021 (CT99021) HCl is hydrochloride of CHIR-99021, which is a GSK-3α/β inhibitor with IC50 of 10 nM/6.7 nM in cell-free assays; ability to distinguish between GSK-3 and its closest homologs Cdc2 and ERK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40529.nd2.tif_merged.tif
2.3,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TDZD-8,327036-89-5,222.26,https://pubchem.ncbi.nlm.nih.gov/compound/4124851,2.5,PI3K/Akt/mTOR,GSK-3,"TDZD-8 is a non-ATP competitive GSK-3β inhibitor with IC50 of 2 μM; minimal inhibitory effect observed on CDK1, casein kinase II, PKA and PKC.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40530.nd2.tif_merged.tif
2.3,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAK-715,303162-79-0,399.51,https://pubchem.ncbi.nlm.nih.gov/compound/9952773,2.5,MAPK,p38 MAPK,"TAK-715 is a p38 MAPK inhibitor for p38α with IC50 of 7.1 nM, 28-fold more selective for p38α over p38β, no inhibition to p38γ/δ, JNK1, ERK1, IKKβ, MEKK1 or TAK1. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40531.nd2.tif_merged.tif
2.3,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Pazopanib,444731-52-6,437.52,https://pubchem.ncbi.nlm.nih.gov/compound/10113978,2.5,Protein Tyrosine Kinase,"c-Kit,PDGFR,VEGFR","Pazopanib is a novel multi-target inhibitor of VEGFR1, VEGFR2, VEGFR3, PDGFR, FGFR, c-Kit and c-Fms with IC50 of 10 nM, 30 nM, 47 nM, 84 nM, 74 nM, 140 nM and 146 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40532.nd2.tif_merged.tif
2.3,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Piceatannol,10083-24-6,244.24,https://pubchem.ncbi.nlm.nih.gov/compound/667639,2.5,Angiogenesis,Syk,"Piceatannol, a natural stilbene, is a selective Syk inhibitor and ~10-fold selectivity versus Lyn.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40533.nd2.tif_merged.tif
2.3,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Schisandrin B,61281-37-6,400.46,https://pubchem.ncbi.nlm.nih.gov/compound/108130,2.5,PI3K/Akt/mTOR,ATM/ATR,Schisandrin B is the most abundant dibenzocyclooctadiene lignan present in the traditional Chinese medicinal herb Schisandra chinensis (Turcz.) Baill.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40534.nd2.tif_merged.tif
2.3,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Cabozantinib malate,1140909-48-3,635.59,https://pubchem.ncbi.nlm.nih.gov/compound/25102846,2.5,Protein Tyrosine Kinase,"TAM Receptor,VEGFR","Cabozantinib malate (XL184) is the malate of Cabozantinib, a potent VEGFR2 inhibitor with IC50 of 0.035 nM and also inhibits c-Met, Ret, Kit, Flt-1/3/4, Tie2, and AXL with IC50 of 1.3 nM, 4 nM, 4.6 nM, 12 nM/11.3 nM/6 nM, 14.3 nM and 7 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40535.nd2.tif_merged.tif
2.3,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,JNK-IN-8,1410880-22-6,507.59,https://pubchem.ncbi.nlm.nih.gov/compound/57340686,2.5,MAPK,JNK,"JNK-IN-8 is the first irreversible JNK inhibitor for JNK1, JNK2 and JNK4 with IC50 of 4.7 nM, 18.7 nM and 1 nM, >10-fold selectivity against MNK2, Fms and no inhibition to c-Kit, Met, PDGFRβin A375 cell line.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40536.nd2.tif_merged.tif
2.3,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SC-514,354812-17-2,224.3,https://pubchem.ncbi.nlm.nih.gov/compound/2807869,2.5,NF-κB,IκB/IKK,"SC-514 is an orally active, ATP-competitive IKK-2 inhibitor with IC50 of 3-12 μM, blocks NF-κB-dependent gene expression, does not inhibit other IKK isoforms or other serine-threonine and tyrosine kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40537.nd2.tif_merged.tif
2.3,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tofacitinib Citrate,540737-29-9,504.49,https://pubchem.ncbi.nlm.nih.gov/compound/10174505,2.5,JAK/STAT,JAK,"Tofacitinib (CP-690550) Citrate is a novel inhibitor of JAK3 with IC50 of 1 nM in cell-free assays, 20- to 100-fold less potent against JAK2 and JAK1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40538.nd2.tif_merged.tif
2.3,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Fingolimod HCl,162359-56-0,343.9,https://pubchem.ncbi.nlm.nih.gov/compound/107969,2.5,GPCR & G Protein,S1P Receptor,"Fingolimod (FTY720) HCl is a S1P antagonist with IC50 of 0.033 nM in K562, and NK cells.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40539.nd2.tif_merged.tif
2.3,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VX-702,745833-23-2,404.3,https://pubchem.ncbi.nlm.nih.gov/compound/10341154,2.5,MAPK,p38 MAPK,"VX-702 is a highly selective inhibitor of p38α MAPK, 14-fold higher potency against the p38α versus p38β. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40540.nd2.tif_merged.tif
2.3,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ALK-IN-1,1197958-12-5,529.01,https://pubchem.ncbi.nlm.nih.gov/compound/57390074,2.5,Protein Tyrosine Kinase,ALK,"ALK-IN-1 (AP26113) is a potent ALK inhibitor with IC50 of 0.62 nM in a cell-free assay, demonstrated ability overcome Crizotinib resistance mediated by a L1196M mutation. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40541.nd2.tif_merged.tif
2.3,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD2932,883986-34-3,447.49,https://pubchem.ncbi.nlm.nih.gov/compound/11517980,2.5,Protein Tyrosine Kinase,"PDGFR,VEGFR,FLT3,c-Kit","AZD2932 is a potent and mutil-targeted protein tyrosine kinase inhibitor with IC50 of 8 nM, 4 nM, 7 nM, and 9 nM for VEGFR-2, PDGFRβ, Flt-3, and c-Kit, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40542.nd2.tif_merged.tif
2.3,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Binimetinib,606143-89-9,441.23,https://pubchem.ncbi.nlm.nih.gov/compound/10288191,2.5,MAPK,MEK,"Binimetinib (MEK162, ARRY-162, ARRY-438162) is a potent inhibitor of MEK1/2 with IC50 of 12 nM in a cell-free assay. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40543.nd2.tif_merged.tif
2.3,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PP2,172889-27-9,301.77,https://pubchem.ncbi.nlm.nih.gov/compound/4878,2.5,Angiogenesis,Src,"PP2, a Src family kinase inhibitor, potently inhibits Lck/Fyn with IC50 of 4 nM/5 nM in cell-free assays, ~100-fold less potent to EGFR, inactive for ZAP-70, JAK2 and PKA.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40544.nd2.tif_merged.tif
2.3,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VS-5584,1246560-33-7,354.41,https://pubchem.ncbi.nlm.nih.gov/compound/46912230,2.5,PI3K/Akt/mTOR,PI3K,"VS-5584 (SB2343) is a potent and selective dual PI3K/mTOR inhibitor for mTOR, PI3Kα/β/δ/γ with IC50 of 3.4 nM and 2.6-21 nM, respectively. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40545.nd2.tif_merged.tif
2.3,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CZC24832,1159824-67-5,364.4,https://pubchem.ncbi.nlm.nih.gov/compound/42623951,2.5,PI3K/Akt/mTOR,PI3K,"CZC24832 is the first selective PI3Kγ inhibitor with IC50 of 27 nM, with 10-fold selectivity over PI3Kβ and >100-fold selectivity over PI3Kα and PI3Kδ.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40546.nd2.tif_merged.tif
2.3,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Duvelisib,1201438-56-3,416.86,https://pubchem.ncbi.nlm.nih.gov/compound/50905713,2.5,Angiogenesis,PI3K,"Duvelisib (IPI-145, INK1197) is a novel and selective PI3K δ/γ inhibitor with Ki and IC50 of 23 pM/243 pM and 1 nM/50 nM in cell-free assays, highly selective for PI3K δ/γ than other protein kinases. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40547.nd2.tif_merged.tif
2.3,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,XL019,945755-56-6,444.53,https://pubchem.ncbi.nlm.nih.gov/compound/57990869,2.5,JAK/STAT,JAK,"XL019 is a potent and selective JAK2 inhibitor with IC50 of 2.2 nM, exhibiting >50-fold selectivity over JAK1, JAK3 and TYK2. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40548.nd2.tif_merged.tif
2.3,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40549.nd2.tif_merged.tif
2.3,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40550.nd2.tif_merged.tif
3.1,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PD168393,194423-15-9,369.22,https://pubchem.ncbi.nlm.nih.gov/compound/4708,2.5,Protein Tyrosine Kinase,EGFR,"PD168393 is an irreversible EGFR inhibitor with IC50 of 0.70 nM, irreversibly alkylate Cys-773; inactive against insulin, PDGFR, FGFR and PKC.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40501.nd2.tif_merged.tif
3.1,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CX-6258 HCl,1353859-00-3,498.4,https://pubchem.ncbi.nlm.nih.gov/compound/72201040,2.5,JAK/STAT,Pim,"CX-6258 HCl is a potent, orally efficacious pan-Pim kinase inhibitor with IC50 of 5 nM, 25 nM and 16 nM for Pim1, Pim2, and Pim3, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40502.nd2.tif_merged.tif
3.1,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZ20,1233339-22-4,412.51,https://pubchem.ncbi.nlm.nih.gov/compound/46244454,2.5,PI3K/Akt/mTOR,ATM/ATR,"AZ20 is a novel potent and selective inhibitor of ATR kinase with IC50 of 5 nM in a cell-free assay, 8-fold selectivity over mTOR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40503.nd2.tif_merged.tif
3.1,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CGI1746,910232-84-7,579.69,https://pubchem.ncbi.nlm.nih.gov/compound/24857323,2.5,Angiogenesis,BTK,CGI1746 is a potent and highly selective small-molecule inhibitor of the Btk with IC50 of 1.9 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40504.nd2.tif_merged.tif
3.1,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PP1,172889-26-8,281.36,https://pubchem.ncbi.nlm.nih.gov/compound/1400,2.5,Angiogenesis,Src,PP1 is a potent and selective Src inhibitor for Lck/Fyn with IC50 of 5 nM/ 6 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40505.nd2.tif_merged.tif
3.1,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LY2090314,603288-22-8,512.53,https://pubchem.ncbi.nlm.nih.gov/compound/10029385,2.5,PI3K/Akt/mTOR,GSK-3,LY2090314 is a potent GSK-3 inhibitor for GSK-3α/β with IC50 of 1.5 nM/0.9 nM; may improve the efficacy of platinum-based chemotherapy regimens. Phase 2.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40506.nd2.tif_merged.tif
3.1,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,MK-8745,885325-71-3,431.91,https://pubchem.ncbi.nlm.nih.gov/compound/11676373,2.5,Cell Cycle,Aurora Kinase,"MK-8745 is a potent and selective Aurora A inhibitor with IC50 of 0.6 nM, more than 450-fold selectivity for Aurora A over Aurora B.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40507.nd2.tif_merged.tif
3.1,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tepotinib,1100598-32-0,492.57,https://pubchem.ncbi.nlm.nih.gov/compound/25171648,2.5,Protein Tyrosine Kinase,c-Met,"Tepotinib (EMD 1214063) is a potent and selective c-Met inhibitor with IC50 of 4 nM, >200-fold selective for c-Met than IRAK4, TrkA, Axl, IRAK1, and Mer. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40508.nd2.tif_merged.tif
3.1,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,RN486,1242156-23-5,606.69,https://pubchem.ncbi.nlm.nih.gov/compound/46908026,2.5,Angiogenesis,BTK,RN486 is a potent and selective BTK inhibitor with IC50 of 4 nM.    ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40509.nd2.tif_merged.tif
3.1,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ceritinib,1032900-25-6,558.14,https://pubchem.ncbi.nlm.nih.gov/compound/57379345,2.5,Protein Tyrosine Kinase,ALK,"Ceritinib (LDK378) is potent inhibitor against ALK with IC50 of 0.2 nM in cell-free assays, shows 40- and 35-fold selectivity against IGF-1R and InsR, respectively. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40510.nd2.tif_merged.tif
3.1,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK2334470,1227911-45-6,462.59,https://pubchem.ncbi.nlm.nih.gov/compound/46215815,2.5,PI3K/Akt/mTOR,PDK,"GSK2334470 is a novel PDK1 inhibitor with IC50 of ~10 nM in a cell-free assay, with no activity at other close related AGC-kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40511.nd2.tif_merged.tif
3.1,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Zotarolimus,221877-54-9,966.21,https://pubchem.ncbi.nlm.nih.gov/compound/9876378,2.5,PI3K/Akt/mTOR,mTOR,"Zotarolimus (ABT-578) is an analogue of rapamycin, and inhibits FKBP-12 binding with IC50 of 2.8 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40512.nd2.tif_merged.tif
3.1,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,IPA-3,42521-82-4,350.45,https://pubchem.ncbi.nlm.nih.gov/compound/521106,2.5,Cytoskeletal Signaling,PAK,"IPA-3 is a selective non-ATP competitive Pak1 inhibitor with IC50 of 2.5 μM in a cell-free assay, no inhibition to group II PAKs (PAKs 4-6).",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40513.nd2.tif_merged.tif
3.1,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-3758309,898044-15-0,490.62,https://pubchem.ncbi.nlm.nih.gov/compound/25227462,2.5,Cytoskeletal Signaling,PAK,"PF-03758309 is a potent, ATP-competitive, pyrrolopyrazole inhibitor of PAK4  with IC50 of 1.3 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40514.nd2.tif_merged.tif
3.1,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VE-822,1232416-25-9,463.55,https://pubchem.ncbi.nlm.nih.gov/compound/59472121,2.5,PI3K/Akt/mTOR,ATM/ATR,VE-822 is an ATR inhibitor with IC50 of 19 nM in HT29 cells.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40515.nd2.tif_merged.tif
3.1,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD1208,1204144-28-4,379.48,https://pubchem.ncbi.nlm.nih.gov/compound/58423153,2.5,JAK/STAT,Pim,"AZD1208 is a potent, and orally available Pim kinase inhibitor with IC50 of 0.4 nM, 5 nM, and 1.9 nM for Pim1, Pim2, and Pim3 in cell-free assays, respectively. Phase 1.         ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40516.nd2.tif_merged.tif
3.1,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD3463,1356962-20-3,448.95,https://pubchem.ncbi.nlm.nih.gov/compound/56599293,2.5,Protein Tyrosine Kinase,ALK,"AZD3463 is a novel orally bioavailable ALK inhibitor with Ki of 0.75 nM, which also inhibits IGF1R with equivalent potency. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40517.nd2.tif_merged.tif
3.1,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,NU6027,220036-08-8,251.28,https://pubchem.ncbi.nlm.nih.gov/compound/398148,2.5,Cell Cycle,CDK,"NU6027 is a potent ATR/CDK inhibitor, inhibits CDK1/2, ATR and DNA-PK with Ki of 2.5 μM/1.3 μM, 0.4 μM and 2.2 μM, enter cells more readily than the 6-aminopurine-based inhibitors.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40518.nd2.tif_merged.tif
3.1,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,MLN2480,1096708-71-2,506.29,https://pubchem.ncbi.nlm.nih.gov/compound/25161177,2.5,MAPK,Raf,"MLN2480 is an oral, selective pan-Raf kinase inhibitor in chinical trials.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40519.nd2.tif_merged.tif
3.1,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TIC10 Analogue,41276-02-2,386.49,https://pubchem.ncbi.nlm.nih.gov/compound/336423,2.5,PI3K/Akt/mTOR,Akt,"TIC10 Analogue is an analogue of TIC10, which inactivates Akt and ERK to induce TRAIL through Foxo3a, possesses superior drug properties: delivery across the blood-brain barrier, superior stability and improved pharmacokinetics. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40520.nd2.tif_merged.tif
3.1,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CGK 733,905973-89-9,555.84,https://pubchem.ncbi.nlm.nih.gov/compound/6605258,2.5,DNA Damage,ATM/ATR,CGK 733 is a potent and selective inhibitor of ATM/ATR with IC50 of ~200 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40521.nd2.tif_merged.tif
3.1,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD1080,612487-72-6,334.37,https://pubchem.ncbi.nlm.nih.gov/compound/135564570,2.5,PI3K/Akt/mTOR,GSK-3,"AZD1080 is a selective, orally active, brain permeable GSK3 inhibitor, inhibits human GSK3α and GSK3β with Ki of 6.9 nM and 31 nM, respectively, shows >14-fold selectivity against CDK2, CDK5, CDK1 and Erk2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40522.nd2.tif_merged.tif
3.1,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,10058-F4,403811-55-2,249.35,https://pubchem.ncbi.nlm.nih.gov/compound/1271002,2.5,Cell Cycle,c-Myc,10058-F4 is a c-Myc inhibitor that specificallly inhibits the c-Myc-Max interaction and prevents transactivation of c-Myc target gene expression.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40523.nd2.tif_merged.tif
3.1,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Abemaciclib mesylate,1231930-82-7,602.7,https://pubchem.ncbi.nlm.nih.gov/compound/71576678,2.5,Cell Cycle,CDK,"Abemaciclib mesylate (LY2835219) is a potent and selective inhibitor of CDK4 and CDK6 with IC50 of 2 nM and 10 nM in cell-free assays, respectively. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40524.nd2.tif_merged.tif
3.1,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SSR128129E,848318-25-2,346.31,https://pubchem.ncbi.nlm.nih.gov/compound/68853159,2.5,Angiogenesis,FGFR,"SSR128129E is an orally-active and allosteric FGFR1 inhibitor with IC50 of 1.9 μM, while not affecting other related RTKs.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40525.nd2.tif_merged.tif
3.1,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CC-292,1202757-89-8,423.44,https://pubchem.ncbi.nlm.nih.gov/compound/59174488,2.5,Angiogenesis,BTK,"CC-292 (AVL-292) is a covalent, orally active, and highly selective BTK inhibitor with IC50 of <0.5 nM, displaying at least 1400-fold selectivity over the other kinases assayed. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40526.nd2.tif_merged.tif
3.1,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SKI II,312636-16-1,302.78,https://pubchem.ncbi.nlm.nih.gov/compound/753704,2.5,GPCR & G Protein,S1P Receptor,"SKI II is a highly selective and non ATP-competitive sphingosine kinase (SphK) inhibitor with IC50 of 0.5 μM, while exhibiting no inhibitory action on other kinases including PI3K, PKCα and ERK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40527.nd2.tif_merged.tif
3.1,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-543,1415562-82-1,465.6,https://pubchem.ncbi.nlm.nih.gov/compound/66577038,2.5,GPCR & G Protein,S1P Receptor,"PF-543, a novel sphingosine-competitive inhibitor of SphK1, inhibits SphK1 with IC50 and Ki of 2.0 nM and 3.6 nM, exhibits >100-fold selectivity over the SphK2 isoform.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40528.nd2.tif_merged.tif
3.1,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GZD824 Dimesylate,1421783-64-3,724.77,https://pubchem.ncbi.nlm.nih.gov/compound/71519689,2.5,Angiogenesis,Bcr-Abl,"GZD824 Dimesylate is a novel orally bioavailable Bcr-Abl inhibitor for Bcr-Abl(WT) and Bcr-Abl(T315I) with IC50 of 0.34 nM and 0.68 nM, respectively. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40529.nd2.tif_merged.tif
3.1,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,RKI-1447,1342278-01-6,326.37,https://pubchem.ncbi.nlm.nih.gov/compound/60138149,2.5,Cell Cycle,ROCK,"RKI-1447 is a potent inhibitor of ROCK1 and ROCK2, with IC50 of 14.5 nM and 6.2 nM, respectively, has anti-invasive and antitumor activities.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40530.nd2.tif_merged.tif
3.1,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BIO,667463-62-9,356.17,https://pubchem.ncbi.nlm.nih.gov/compound/448949,2.5,PI3K/Akt/mTOR,GSK-3,"BIO is a specific inhibitor of GSK-3 with IC50 of 5 nM for GSK-3α/β in a cell-free assay, shows >16-fold selectivity over CDK5, also a pan-JAK inhibitor.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40531.nd2.tif_merged.tif
3.1,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CNX-2006,1375465-09-0,545.53,https://pubchem.ncbi.nlm.nih.gov/compound/56968072,2.5,Protein Tyrosine Kinase,EGFR,"CNX-2006 is a novel irreversible mutant-selective EGFR inhibitor with IC50 of < 20 nM, with very weak inhibition at wild-type EGFR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40532.nd2.tif_merged.tif
3.1,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Bisindolylmaleimide I,133052-90-1,412.48,https://pubchem.ncbi.nlm.nih.gov/compound/2396,2.5,TGF-beta/Smad,PKC,"Bisindolylmaleimide I (GF109203X) is a potent PKC inhibitor with IC50 of 20 nM, 17 nM, 16 nM, and 20 nM for PKCα, PKCβI, PKCβII, and PKCγ in cell-free assays, respectively, showing more than 3000-fold selectivity for PKC as compared to EGFR, PDGFR and insulin receptor. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40533.nd2.tif_merged.tif
3.1,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK650394,890842-28-1,382.45,https://pubchem.ncbi.nlm.nih.gov/compound/25022668,2.5,Others,Others,"GSK650394 is a serum- and glucocorticoid-regulated kinase-1 inhibitor with IC50 of 62 nM and 103 nM for SGK1 and SGK2, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40534.nd2.tif_merged.tif
3.1,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Skepinone-L,1221485-83-1,425.42,https://pubchem.ncbi.nlm.nih.gov/compound/45279963,2.5,MAPK,p38 MAPK,Skepinone-L is a selective p38α-MAPK inhibitor with IC50 of 5 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40535.nd2.tif_merged.tif
3.1,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Losmapimod,585543-15-3,383.46,https://pubchem.ncbi.nlm.nih.gov/compound/11552706,2.5,MAPK,p38 MAPK,"Losmapimod (GW856553X) is a selective, potent, and orally active p38 MAPK inhibitor with pKi of 8.1 and 7.6 for p38α and p38β, respectively. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40536.nd2.tif_merged.tif
3.1,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ro3280,1062243-51-9,543.61,https://pubchem.ncbi.nlm.nih.gov/compound/25015677,2.5,Cell Cycle,PLK,"Ro3280 is a potent, highly selective inhibitor of  Polo-like kinase 1 (PLK1) with IC50 of 3 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40537.nd2.tif_merged.tif
3.1,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD2858,486424-20-8,453.52,https://pubchem.ncbi.nlm.nih.gov/compound/10138980,2.5,PI3K/Akt/mTOR,GSK-3,"AZD2858 is a selective GSK-3 inhibitor with an IC50 of 68 nM, activating Wnt signaling, increases bone mass in rats.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40538.nd2.tif_merged.tif
